BioGuideID,GovtrackID,ICPSR_ID,OpenSecretsID,UnaccentedFirstName,UnaccentedLastName,Gender,Birthday,State,Chamber,Party,TermStart,TermEnd,YearsInCongress
M001196,412632,21525.0,N00035431,Seth,Moulton,M,1978-10-24,MA,House,D,2015-01-06,2027-01-03,12.0
M001219,456896,,N00050604,James (Jim),Moylan,M,1962-07-18,GU,House,R,2023-01-03,2027-01-03,4.0
M001214,456821,,N00045905,Frank,Mrvan,M,1969-04-16,IN,House,D,2021-01-03,2027-01-03,6.0
M001207,412767,21947.0,N00041561,Debbie,Mucarsel-Powell,F,1971-01-18,FL,House,D,2019-01-03,2021-01-03,2.0
M001225,456883,,N00049438,Kevin,Mullin,M,1970-06-15,CA,House,D,2023-01-03,2027-01-03,4.0
M001190,412568,21355.0,N00033410,Markwayne,Mullin,M,1977-07-26,OK,Senate,R,2013-01-03,2027-01-03,14.0
M001182,412474,21176.0,N00031412,Mick,Mulvaney,M,1967-07-21,SC,House,R,2011-01-05,2017-02-16,6.1
M001153,300075,40300.0,N00026050,Lisa,Murkowski,F,1957-05-22,AK,Senate,R,2003-01-07,2029-01-03,26.0
M001169,412194,20707.0,N00027566,Christopher,Murphy,M,1973-08-03,CT,Senate,D,2007-01-04,2031-01-03,24.0
M001210,412845,21987.0,N00044027,Gregory,Murphy,M,1963-03-05,NC,House,R,2019-09-17,2027-01-03,7.3
M001191,412527,21319.0,N00033091,Patrick,Murphy,M,1983-03-30,FL,House,D,2013-01-03,2017-01-03,4.0
M001202,412694,21738.0,N00040133,Stephanie,Murphy,F,1978-09-16,FL,House,D,2017-01-03,2023-01-03,6.0
M001151,400285,20346.0,N00024992,Tim,Murphy,M,1952-09-11,PA,House,R,2003-01-07,2017-10-21,14.8
M001111,300076,49308.0,N00007876,Patty,Murray,F,1950-10-11,WA,Senate,D,1993-01-05,2029-01-03,36.0
N000002,400289,29377.0,N00000939,Jerrold,Nadler,M,1947-06-13,NY,House,D,1992-11-03,2027-01-03,34.2
N000179,400290,29903.0,N00006789,Grace,Napolitano,F,1936-12-04,CA,House,D,1999-01-06,2025-01-03,26.0
N000015,400291,15616.0,N00000153,Richard,Neal,M,1949-02-14,MA,House,D,1989-01-03,2027-01-03,38.0
N000187,412518,21310.0,N00033509,Gloria,Negrete McLeod,F,1941-09-06,CA,House,D,2013-01-03,2015-01-03,2.0
N000191,412761,21948.0,N00041080,Joe,Neguse,M,1984-05-13,CO,House,D,2019-01-03,2027-01-03,8.0
N000026,456848,,N00046067,Troy,Nehls,M,1968-04-07,TX,House,R,2021-01-03,2027-01-03,6.0
N000032,300078,14651.0,N00009926,Bill,Nelson,M,1942-09-29,FL,Senate,D,1979-01-15,2019-01-03,40.0
N000182,400441,20353.0,N00026043,Randy,Neugebauer,M,1949-12-24,TX,House,R,2003-06-05,2017-01-03,13.6
N000189,412660,21556.0,N00036403,Dan,Newhouse,M,1955-07-10,WA,House,R,2015-01-06,2027-01-03,12.0
N000192,456819,,N00040891,Marie,Newman,F,1964-04-13,IL,House,D,2021-01-03,2023-01-03,2.0
N000194,456915,,N00049133,Wiley,Nickel,M,1975-11-23,NC,House,D,2023-01-03,2025-01-03,2.0
N000184,412475,21177.0,N00032022,Kristi,Noem,F,1971-11-30,SD,House,R,2011-01-05,2019-01-03,8.0
N000127,408211,14263.0,N00021207,Richard,Nolan,M,1943-12-17,MN,House,D,1975-01-14,2019-01-03,44.0
N000188,412606,21536.0,N00036154,Donald,Norcross,M,1958-12-13,NJ,House,D,2014-11-12,2027-01-03,12.1
N000190,412738,21753.0,N00027783,Ralph,Norman,M,1953-06-20,SC,House,R,2017-06-26,2027-01-03,9.5
N000147,400295,,N00001692,Eleanor,Norton,F,1937-06-13,DC,House,D,1991-01-03,2027-01-03,36.0
N000185,412409,21115.0,N00032441,Richard,Nugent,M,1951-05-26,FL,House,R,2011-01-05,2017-01-03,6.0
N000181,400297,20307.0,N00007248,Devin,Nunes,M,1973-10-01,CA,House,R,2003-01-07,2022-01-03,19.0
N000193,456898,,N00048870,Zachary (Zach),Nunn,M,1979-05-04,IA,House,R,2023-01-03,2027-01-03,4.0
N000186,412442,21147.0,N00031006,Alan,Nunnelee,M,1958-10-09,MS,House,R,2011-01-05,2015-02-06,4.1
O000167,400629,40502.0,N00009638,Barack,Obama,M,1961-08-04,IL,Senate,D,2005-01-04,2008-11-16,3.9
O000019,456801,,N00045377,Jay,Obernolte,M,1970-08-18,CA,House,R,2021-01-03,2027-01-03,6.0
O000172,412804,21949.0,N00041162,Alexandria,Ocasio-Cortez,F,1989-10-13,NY,House,D,2019-01-03,2027-01-03,8.0
O000175,456939,,N00050943,Andrew,Ogles,M,1971-06-18,TN,House,R,2023-01-03,2027-01-03,4.0
O000168,412302,20948.0,N00029285,Pete,Olson,M,1962-12-09,TX,House,R,2009-01-06,2021-01-03,12.0
O000176,456991,,N00054814,Johnny,Olszewski,M,1982-09-10,MD,House,D,2025-01-03,2027-01-03,2.0
O000173,412791,21950.0,N00043581,Ilhan,Omar,F,1981-10-04,MN,House,D,2019-01-03,2027-01-03,8.0
O000177,456998,,N00030025,Robert,Onder,M,1962-01-06,MO,House,R,2025-01-03,2027-01-03,2.0
O000174,456857,,N00040675,Jon,Ossoff,M,1987-02-16,GA,Senate,D,2021-01-20,2027-01-03,6.0
O000086,456852,,N00045812,Clarence,Owens,M,1951-08-02,UT,House,R,2021-01-03,2027-01-03,6.0
O000169,412383,20957.0,N00031011,William,Owens,M,1949-01-20,NY,House,D,2009-11-03,2015-01-03,5.2
O000171,412682,21739.0,N00037515,Tom,O’Halleran,M,1946-01-24,AZ,House,D,2017-01-03,2023-01-03,6.0
O000170,412575,21361.0,N00033540,Beto,O’Rourke,M,1972-09-26,TX,House,D,2013-01-03,2019-01-03,6.0
P000145,456856,,N00047888,Alejandro,Padilla,M,1973-03-22,CA,Senate,D,2021-01-20,2029-01-03,8.0
P000601,412443,21148.0,N00031958,Steven,Palazzo,M,1970-02-21,MS,House,R,2011-01-05,2023-01-03,12.0
P000034,400308,15454.0,N00000781,Frank,Pallone,M,1951-10-30,NJ,House,D,1987-01-06,2027-01-03,40.0
P000609,412608,21500.0,N00035691,Gary,Palmer,M,1954-05-14,AL,House,R,2015-01-06,2027-01-03,12.0
P000613,412685,21740.0,N00038601,Jimmy,Panetta,M,1969-10-01,CA,House,D,2017-01-03,2027-01-03,10.0
P000614,412795,21951.0,N00042161,Chris,Pappas,M,1980-06-04,NH,House,D,2019-01-03,2027-01-03,8.0
P000096,400309,29741.0,N00000751,Bill,Pascrell,M,1937-01-25,NJ,House,D,1997-01-07,2024-08-21,27.6
P000099,400310,29101.0,N00006397,Ed,Pastor,M,1943-06-28,AZ,House,D,1991-01-03,2015-01-03,24.0
P000622,457034,,,Jimmy,Patronis,M,1972-04-13,FL,House,R,2025-04-02,2027-01-03,1.8
P000603,412492,41104.0,N00030836,Rand,Paul,M,1963-01-07,KY,Senate,R,2011-01-05,2029-01-03,18.0
P000594,412303,20924.0,N00029391,Erik,Paulsen,M,1965-05-14,MN,House,R,2009-01-06,2019-01-03,10.0
P000604,412506,31103.0,N00034639,Donald,Payne,M,1958-12-17,NJ,House,D,2012-11-15,2024-04-24,11.4
P000588,400313,20337.0,N00012672,Stevan,Pearce,M,1947-08-24,NM,House,R,2003-01-07,2019-01-03,16.0
P000197,400314,15448.0,N00007360,Nancy,Pelosi,F,1940-03-26,CA,House,D,1987-01-06,2027-01-03,40.0
P000619,456870,,N00050780,Mary,Peltola,F,1973-08-31,AK,House,D,2022-09-13,2025-01-03,2.3
P000615,412778,21952.0,N00041956,Greg,Pence,M,1956-11-14,IN,House,R,2019-01-03,2025-01-03,6.0
P000587,400315,20117.0,N00003765,Mike,Pence,M,1959-06-07,IN,House,R,2001-01-03,2013-01-03,12.0
P000612,412666,41501.0,N00035516,David,Perdue,M,1949-12-10,GA,Senate,R,2015-01-06,2021-01-03,6.0
P000593,412192,20705.0,N00027510,Ed,Perlmutter,M,1953-05-01,CO,House,D,2007-01-04,2023-01-03,16.0
P000605,412569,21356.0,N00034120,Scott,Perry,M,1962-05-27,PA,House,R,2013-01-03,2027-01-03,14.0
P000595,412305,20923.0,N00029277,Gary,Peters,M,1958-12-01,MI,Senate,D,2009-01-06,2027-01-03,18.0
P000608,412523,21315.0,N00033591,Scott,Peters,M,1958-06-17,CA,House,D,2013-01-03,2027-01-03,14.0
P000258,400316,29127.0,N00004558,Collin,Peterson,M,1944-06-29,MN,House,D,1991-01-03,2021-01-03,30.0
P000265,400318,14675.0,N00004426,Thomas,Petri,M,1940-05-28,WI,House,R,1979-01-15,2015-01-03,36.0
P000620,456886,,N00040878,Brittany,Pettersen,F,1981-12-06,CO,House,D,2023-01-03,2027-01-03,4.0
P000048,456846,,N00045421,August,Pfluger,M,1978-12-28,TX,House,R,2021-01-03,2027-01-03,6.0
P000616,412790,21953.0,N00041134,Dean,Phillips,M,1969-01-20,MN,House,D,2019-01-03,2025-01-03,6.0
P000596,412306,,N00029168,Pedro,Pierluisi,M,1959-04-26,PR,House,D,2009-01-06,2017-01-03,8.0
P000597,412307,20920.0,N00013817,Chellie,Pingree,F,1955-04-02,ME,House,D,2009-01-06,2027-01-03,18.0
P000606,412551,21347.0,N00034416,Robert,Pittenger,M,1948-08-15,NC,House,R,2013-01-03,2019-01-03,6.0
P000373,400320,29752.0,N00001633,Joseph,Pitts,M,1939-10-10,PA,House,R,1997-01-07,2017-01-03,20.0
P000610,412659,,N00035000,Stacey,Plaskett,F,1966-05-13,VI,House,D,2015-01-06,2027-01-03,12.0
P000607,412585,21370.0,N00033549,Mark,Pocan,M,1964-08-14,WI,House,D,2013-01-03,2027-01-03,14.0
P000592,400652,20528.0,N00026457,Ted,Poe,M,1948-09-10,TX,House,R,2005-01-04,2019-01-03,14.0
P000611,412633,21524.0,N00034584,Bruce,Poliquin,M,1953-11-01,ME,House,R,2015-01-06,2019-01-03,4.0
P000598,412308,20904.0,N00029127,Jared,Polis,M,1975-05-12,CO,House,D,2009-01-06,2019-01-03,10.0
P000602,412431,21136.0,N00030744,Mike,Pompeo,M,1963-12-30,KS,House,R,2011-01-05,2017-01-23,6.1
P000618,412758,21954.0,N00040865,Katie,Porter,F,1974-01-03,CA,House,D,2019-01-03,2025-01-03,6.0
P000449,400325,29386.0,N00003682,Robert,Portman,M,1955-12-19,OH,Senate,R,1993-05-04,2023-01-03,29.7
P000599,412309,20909.0,N00029662,Bill,Posey,M,1947-12-18,FL,House,R,2009-01-06,2025-01-03,16.0
P000621,457009,,N00055613,Nellie,Pou,F,1956-05-20,NJ,House,D,2025-01-03,2027-01-03,2.0
P000617,412782,21955.0,N00042581,Ayanna,Pressley,F,1974-02-03,MA,House,D,2019-01-03,2027-01-03,8.0
P000523,400326,15438.0,N00002260,David,Price,M,1940-08-17,NC,House,D,1987-01-06,2023-01-03,36.0
P000591,400626,20505.0,N00026160,Tom,Price,M,1954-10-08,GA,House,R,2005-01-04,2017-02-10,12.1
P000590,300080,40301.0,N00013823,Mark,Pryor,M,1963-01-10,AR,Senate,D,2003-01-07,2015-01-03,12.0
Q000023,412331,20954.0,N00030581,Mike,Quigley,M,1958-10-17,IL,House,D,2009-04-07,2027-01-03,17.7
R000596,412528,21320.0,N00034017,Trey,Radel,M,1976-04-20,FL,House,R,2013-01-03,2014-01-27,1.1
R000600,412664,,N00007635,Aumua Amata,Radewagen,F,1947-12-29,AS,House,R,2015-01-06,2027-01-03,12.0
R000011,400331,14448.0,N00002198,Nick,Rahall,M,1949-05-20,WV,House,D,1977-01-04,2015-01-03,38.0
R000617,456900,,N00049548,Delia,Ramirez,F,1983-06-02,IL,House,D,2023-01-03,2027-01-03,4.0
R000621,457030,,N00054078,Emily,Randall,F,1985-10-30,WA,House,D,2025-01-03,2027-01-03,2.0
R000053,400333,13035.0,N00000964,Charles,Rangel,M,1930-06-11,NY,House,D,1971-01-21,2017-01-03,46.0
R000606,412708,21741.0,N00037036,Jamie,Raskin,M,1962-12-13,MD,House,D,2017-01-03,2027-01-03,10.0
R000601,412653,21549.0,N00035972,John,Ratcliffe,M,1965-10-20,TX,House,R,2015-01-06,2020-05-22,5.4
R000122,300081,29142.0,N00000362,John,Reed,M,1949-11-12,RI,Senate,D,1991-01-03,2027-01-03,36.0
R000585,412393,21101.0,N00030949,Tom,Reed,M,1971-11-18,NY,House,R,2010-11-18,2022-05-10,11.5
R000578,400660,20536.0,N00026885,David,Reichert,M,1950-08-29,WA,House,R,2005-01-04,2019-01-03,14.0
R000146,300082,15054.0,N00009922,Harry,Reid,M,1939-12-02,NV,Senate,D,1983-01-03,2017-01-03,34.0
R000586,412462,21164.0,N00031127,James,Renacci,M,1958-12-03,OH,House,R,2011-01-05,2019-01-03,8.0
R000610,412813,21956.0,N00041871,Guy,Reschenthaler,M,1983-04-17,PA,House,R,2019-01-03,2027-01-03,8.0
R000587,412489,21190.0,N00030968,Reid,Ribble,M,1956-04-05,WI,House,R,2011-01-05,2017-01-03,6.0
R000602,412647,21540.0,N00035927,Kathleen,Rice,F,1965-02-15,NY,House,D,2015-01-06,2023-01-03,8.0
R000597,412572,21359.0,N00033832,Tom,Rice,M,1957-08-04,SC,House,R,2013-01-03,2023-01-03,10.0
R000588,412432,21137.0,N00030184,Cedric,Richmond,M,1973-09-13,LA,House,D,2011-01-05,2021-01-15,10.0
R000618,456952,,N00027695,Pete,Ricketts,M,1964-08-19,NE,Senate,R,2023-01-23,2027-01-03,3.9
R000589,412483,21185.0,N00030962,Edward,Rigell,M,1960-05-28,VA,House,R,2011-01-05,2017-01-03,6.0
R000611,412831,21957.0,N00043541,Denver,Riggleman,M,1970-03-17,VA,House,R,2019-01-03,2021-01-03,2.0
R000622,457012,,N00049916,Josh,Riley,M,1981-01-21,NY,House,D,2025-01-03,2027-01-03,2.0
R000584,412322,40902.0,N00029441,James,Risch,M,1943-05-03,ID,Senate,R,2009-01-06,2027-01-03,18.0
R000620,456978,,N00054215,Luz,Rivas,F,1974-02-06,CA,House,D,2025-01-03,2027-01-03,2.0
R000307,300083,14852.0,N00005285,Pat,Roberts,M,1936-04-20,KS,Senate,R,1981-01-05,2021-01-03,40.0
R000591,412394,21192.0,N00030768,Martha,Roby,F,1976-07-27,AL,House,R,2011-01-05,2021-01-03,10.0
R000361,300084,14922.0,N00001685,John,Rockefeller,M,1937-06-18,WV,Senate,D,1985-01-03,2015-01-03,30.0
R000582,412310,20947.0,N00028463,David,Roe,M,1945-07-21,TN,House,R,2009-01-06,2021-01-03,12.0
R000395,400340,14854.0,N00003473,Harold,Rogers,M,1937-12-31,KY,House,R,1981-01-05,2027-01-03,46.0
R000575,400341,20301.0,N00024759,Mike,Rogers,M,1958-07-16,AL,House,R,2003-01-07,2027-01-03,24.0
R000572,400342,20120.0,N00009668,Mike,Rogers,M,1963-06-02,MI,House,R,2001-01-03,2015-01-03,14.0
R000409,400343,15621.0,N00007151,Dana,Rohrabacher,M,1947-06-21,CA,House,R,1989-01-03,2019-01-03,30.0
R000592,412426,21131.0,N00031741,Todd,Rokita,M,1970-02-09,IN,House,R,2011-01-05,2019-01-03,8.0
R000615,412841,41902.0,N00000286,Mitt,Romney,M,1947-03-12,UT,Senate,R,2019-01-03,2025-01-03,6.0
R000607,412699,21742.0,N00040007,Francis,Rooney,M,1953-12-04,FL,House,R,2017-01-03,2021-01-03,4.0
R000583,412311,20910.0,N00029018,Thomas,Rooney,M,1970-11-21,FL,House,R,2009-01-06,2019-01-03,10.0
R000435,400344,15634.0,N00002858,Ileana,Ros-Lehtinen,F,1952-07-15,FL,House,R,1989-01-03,2019-01-03,30.0
R000612,412818,21959.0,N00041599,John,Rose,M,1965-02-23,TN,House,R,2019-01-03,2027-01-03,8.0
R000613,412803,21958.0,N00041588,Max,Rose,M,1986-11-28,NY,House,D,2019-01-03,2021-01-03,2.0
R000608,412715,21743.0,N00038734,Jacky,Rosen,F,1957-08-02,NV,Senate,D,2017-01-03,2031-01-03,14.0
R000103,456830,,N00035517,Matthew,Rosendale,M,1960-07-07,MT,House,R,2021-01-03,2025-01-03,4.0
R000580,412202,20715.0,N00004719,Peter,Roskam,M,1961-09-13,IL,House,R,2007-01-04,2019-01-03,12.0
R000305,456831,,N00038565,Deborah,Ross,F,1963-06-20,NC,House,D,2021-01-03,2027-01-03,6.0
R000593,412411,21117.0,N00030645,Dennis,Ross,M,1959-10-18,FL,House,R,2011-01-05,2019-01-03,8.0
R000598,412570,21357.0,N00031253,Keith,Rothfus,M,1962-04-25,PA,House,R,2013-01-03,2019-01-03,6.0
R000616,412759,21960.0,N00040666,Harley,Rouda,M,1961-12-10,CA,House,D,2019-01-03,2021-01-03,2.0
R000605,412669,41505.0,N00035187,Mike,Rounds,M,1954-10-24,SD,Senate,R,2015-01-06,2027-01-03,12.0
R000603,412641,21544.0,N00033527,David,Rouzer,M,1972-02-16,NC,House,R,2015-01-06,2027-01-03,12.0
R000614,412826,21961.0,N00042268,Chip,Roy,M,1972-08-07,TX,House,R,2019-01-03,2027-01-03,8.0
R000486,400347,29317.0,N00006671,Lucille,Roybal-Allard,F,1941-06-12,CA,House,D,1993-01-05,2023-01-03,30.0
R000487,400348,29321.0,N00008264,Edward,Royce,M,1951-10-12,CA,House,R,1993-01-05,2019-01-03,26.0
R000595,412491,41102.0,N00030612,Marco,Rubio,M,1971-05-28,FL,Senate,R,2011-01-05,2025-01-20,14.0
R000599,412519,21311.0,N00033510,Raul,Ruiz,M,1972-08-25,CA,House,D,2013-01-03,2027-01-03,14.0
R000619,456959,,N00054190,Michael,Rulli,M,1969-03-11,OH,House,R,2024-06-11,2027-01-03,2.6
R000594,412449,21153.0,N00031988,Jon,Runyan,M,1973-11-27,NJ,House,R,2011-01-05,2015-01-03,4.0
R000576,400349,20329.0,N00025482,C.,Ruppersberger,M,1946-01-31,MD,House,D,2003-01-07,2025-01-03,22.0
R000515,400350,29346.0,N00004887,Bobby,Rush,M,1946-11-23,IL,House,D,1993-01-05,2023-01-03,30.0
R000604,412650,21546.0,N00036175,Steve,Russell,M,1963-05-25,OK,House,R,2015-01-06,2019-01-03,4.0
R000609,412692,21744.0,N00039777,John,Rutherford,M,1952-09-02,FL,House,R,2017-01-03,2027-01-03,10.0
R000579,456871,,N00041165,Patrick,Ryan,M,1982-03-28,NY,House,D,2022-09-13,2027-01-03,4.3
R000570,400351,29939.0,N00004357,Paul,Ryan,M,1970-01-29,WI,House,R,1999-01-06,2019-01-03,20.0
R000577,400352,20343.0,N00025280,Tim,Ryan,M,1973-07-16,OH,House,D,2003-01-07,2023-01-03,20.0
S000168,456810,,N00042810,Maria,Salazar,F,1961-11-01,FL,House,R,2021-01-03,2027-01-03,6.0
S001226,456934,,N00049738,Andrea,Salinas,F,1969-12-06,OR,House,D,2023-01-03,2027-01-03,4.0
S000018,400606,29500.0,N00006446,Matt,Salmon,M,1958-01-21,AZ,House,R,1995-01-04,2017-01-03,22.0
S001204,412770,,N00042619,Michael,San Nicolas,M,1981-01-30,GU,House,D,2019-01-03,2023-01-03,4.0
S000030,400356,29709.0,N00008274,Loretta,Sanchez,F,1960-01-07,CA,House,D,1997-01-07,2017-01-03,20.0
S000033,400357,29147.0,N00000528,Bernard,Sanders,M,1941-09-08,VT,Senate,I,1991-01-03,2031-01-03,40.0
S000051,400607,29565.0,N00002424,Marshall,Sanford,M,1960-05-28,SC,House,R,1995-01-04,2019-01-03,24.0
S001222,456921,,,George,Santos,M,1988-07-22,NY,House,R,2023-01-03,2023-12-01,0.9
S001168,412212,20724.0,N00027751,John,Sarbanes,M,1962-05-22,MD,House,D,2007-01-04,2025-01-03,18.0
S001197,412671,41503.0,N00035544,Benjamin,Sasse,M,1972-02-22,NE,Senate,R,2015-01-06,2023-01-08,8.0
S001176,412261,20759.0,N00009660,Steve,Scalise,M,1965-10-06,LA,House,R,2008-05-07,2027-01-03,18.7
S001205,412750,21762.0,N00042706,Mary,Scanlon,F,1959-08-30,PA,House,D,2018-11-13,2027-01-03,8.1
S001145,400360,29911.0,N00004724,Janice,Schakowsky,F,1944-05-26,IL,House,D,1999-01-06,2027-01-03,28.0
S001194,412507,41112.0,N00028138,Brian,Schatz,M,1972-10-20,HI,Senate,D,2012-12-27,2029-01-03,16.0
S001150,400361,20104.0,N00009585,Adam,Schiff,M,1960-06-22,CA,Senate,D,2001-01-03,2031-01-03,30.0
S001228,456990,,N00055179,Derek,Schmidt,M,1968-01-23,KS,House,R,2025-01-03,2027-01-03,2.0
S001227,456875,,N00048414,Eric,Schmitt,M,1975-06-20,MO,Senate,R,2023-01-03,2029-01-03,6.0
S001190,412534,21326.0,N00033101,Bradley,Schneider,M,1961-08-20,IL,House,D,2013-01-03,2027-01-03,14.0
S001179,412314,20914.0,N00029273,Aaron,Schock,M,1981-05-28,IL,House,R,2009-01-06,2015-03-31,6.2
S001221,456906,,N00044885,Hillary,Scholten,F,1982-02-22,MI,House,D,2023-01-03,2027-01-03,4.0
S001180,412315,20944.0,N00030071,Kurt,Schrader,M,1951-10-19,OR,House,D,2009-01-06,2023-01-03,14.0
S001216,412835,21962.0,N00041606,Kim,Schrier,F,1968-08-23,WA,House,D,2019-01-03,2027-01-03,8.0
S000148,300087,14858.0,N00001093,Charles,Schumer,M,1950-11-23,NY,Senate,D,1981-01-05,2029-01-03,48.0
S001162,400647,20525.0,N00001579,Allyson,Schwartz,F,1948-10-03,PA,House,D,2005-01-04,2015-01-03,10.0
S001183,412399,21105.0,N00006460,David,Schweikert,M,1962-03-03,AZ,House,R,2011-01-05,2027-01-03,16.0
S001189,412417,21123.0,N00032457,Austin,Scott,M,1969-12-10,GA,House,R,2011-01-05,2027-01-03,16.0
S001157,400363,20321.0,N00024871,David,Scott,M,1945-06-27,GA,House,D,2003-01-07,2027-01-03,24.0
S001217,412838,41903.0,N00043290,Rick,Scott,M,1952-12-01,FL,Senate,R,2019-01-08,2031-01-03,12.0
S000185,400364,39307.0,N00002147,Robert,Scott,M,1947-04-30,VA,House,D,1993-01-05,2027-01-03,34.0
S001184,412471,21173.0,N00031782,Tim,Scott,M,1965-09-19,SC,Senate,R,2011-01-05,2029-01-03,18.0
S001224,456941,,N00049337,Keith,Self,M,1953-03-20,TX,House,R,2023-01-03,2027-01-03,4.0
S001219,456872,,N00048747,Joseph,Sempolinski,M,1983-02-10,NY,House,R,2022-09-13,2023-01-03,0.3
S000244,400365,14657.0,N00004291,F.,Sensenbrenner,M,1943-06-14,WI,House,R,1979-01-15,2021-01-03,42.0
S000248,400366,29134.0,N00001813,José,Serrano,M,1943-10-24,NY,House,D,1989-01-03,2021-01-03,32.0
S001141,300088,49700.0,N00003062,Jefferson,Sessions,M,1946-12-24,AL,Senate,R,1997-01-07,2017-02-08,20.1
S000250,400367,29759.0,N00005681,Pete,Sessions,M,1955-03-22,TX,House,R,1997-01-07,2027-01-03,30.0
S001185,412396,21102.0,N00030622,Terri,Sewell,F,1965-01-01,AL,House,D,2011-01-05,2027-01-03,16.0
S001181,412323,40906.0,N00024790,Jeanne,Shaheen,F,1947-01-28,NH,Senate,D,2009-01-06,2027-01-03,18.0
S001206,412768,21963.0,N00042811,Donna,Shalala,F,1941-02-14,FL,House,D,2019-01-03,2021-01-03,2.0
S001170,412219,20731.0,N00028091,Carol,Shea-Porter,F,1952-12-02,NH,House,D,2007-01-04,2019-01-03,12.0
S001232,456966,,N00053174,Tim,Sheehy,M,1985-11-18,MT,Senate,R,2025-01-03,2031-01-03,6.0
S000320,300089,94659.0,N00009920,Richard,Shelby,M,1934-05-06,AL,Senate,R,1979-01-15,2023-01-03,44.0
S000344,400371,29707.0,N00006897,Brad,Sherman,M,1954-10-24,CA,House,D,1997-01-07,2027-01-03,30.0
S001207,412799,21964.0,N00041154,Mikie,Sherrill,F,1972-01-19,NJ,House,D,2019-01-03,2025-11-20,6.9
S000364,400373,29718.0,N00004961,John,Shimkus,M,1958-02-21,IL,House,R,1997-01-07,2021-01-03,24.0
S001229,456988,,N00054651,Jefferson,Shreve,M,1965-09-24,IN,House,R,2025-01-03,2027-01-03,2.0
S001154,409888,20134.0,N00013770,Bill,Shuster,M,1961-01-10,PA,House,R,2001-05-17,2019-01-03,17.6
S001231,456974,,N00052195,Lateefah,Simon,F,1977-01-29,CA,House,D,2025-01-03,2027-01-03,2.0
S001148,400376,29910.0,N00006263,Michael,Simpson,M,1950-09-08,ID,House,R,1999-01-06,2027-01-03,28.0
S001191,412509,21300.0,N00033983,Kyrsten,Sinema,F,1976-07-12,AZ,Senate,D,2013-01-03,2025-01-03,12.0
S001165,412186,20542.0,N00027523,Albio,Sires,M,1951-01-26,NJ,House,D,2006-11-13,2023-01-03,16.1
S000480,400378,15444.0,N00001311,Louise,Slaughter,F,1929-08-14,NY,House,D,1987-01-06,2018-03-16,31.2
S001208,412784,21965.0,N00041357,Elissa,Slotkin,F,1976-07-10,MI,Senate,D,2019-01-03,2031-01-03,12.0
S000510,400379,29768.0,N00007833,Adam,Smith,M,1965-06-15,WA,House,D,1997-01-07,2027-01-03,30.0
S001172,412217,20729.0,N00027623,Adrian,Smith,M,1970-12-19,NE,House,R,2007-01-04,2027-01-03,20.0
S000522,400380,14863.0,N00009816,Christopher,Smith,M,1953-03-04,NJ,House,R,1981-01-05,2027-01-03,46.0
S001195,412596,21373.0,N00035282,Jason,Smith,M,1980-06-16,MO,House,R,2013-06-04,2027-01-03,13.6
S000583,400381,15445.0,N00001811,Lamar,Smith,M,1947-11-19,TX,House,R,1987-01-06,2019-01-03,32.0
S001203,412742,41706.0,N00042353,Tina,Smith,F,1958-03-04,MN,Senate,D,2018-01-03,2027-01-03,9.0
S001199,412722,21745.0,N00038781,Lloyd,Smucker,M,1964-01-23,PA,House,R,2017-01-03,2027-01-03,10.0
S001225,456902,,N00049558,Eric,Sorensen,M,1976-03-18,IL,House,D,2023-01-03,2027-01-03,4.0
S001200,412695,21746.0,N00037422,Darren,Soto,M,1978-02-25,FL,House,D,2017-01-03,2027-01-03,10.0
S001186,412408,21114.0,N00031204,Steve,Southerland,M,1965-10-10,FL,House,R,2011-01-05,2015-01-03,4.0
S001209,412833,21966.0,N00041418,Abigail,Spanberger,F,1979-08-07,VA,House,D,2019-01-03,2025-01-03,6.0
S001210,412765,21967.0,N00043319,Ross,Spano,M,1966-07-16,FL,House,R,2019-01-03,2021-01-03,2.0
S000929,456822,,N00046537,Victoria,Spartz,F,1978-10-06,IN,House,R,2021-01-03,2027-01-03,6.0
S001175,412259,20762.0,N00029649,Jackie,Speier,F,1950-05-14,CA,House,D,2008-04-08,2023-01-03,14.7
S000770,300093,29732.0,N00004118,Debbie,Stabenow,F,1950-04-29,MI,Senate,D,1997-01-07,2025-01-03,28.0
S001218,456861,,N00047871,Melanie,Stansbury,F,1979-01-31,NM,House,D,2021-06-14,2027-01-03,5.6
S001211,412753,21968.0,N00041750,Greg,Stanton,M,1970-03-08,AZ,House,D,2019-01-03,2027-01-03,8.0
S001212,412792,21969.0,N00041511,Pete,Stauber,M,1966-05-10,MN,House,R,2019-01-03,2027-01-03,8.0
S001135,456803,,N00044501,Michelle,Steel,F,1955-06-21,CA,House,R,2021-01-03,2025-01-03,4.0
S001196,412648,21541.0,N00035523,Elise,Stefanik,F,1984-07-02,NY,House,R,2015-01-06,2027-01-03,12.0
S001213,412836,21970.0,N00043379,Bryan,Steil,M,1981-03-30,WI,House,R,2019-01-03,2027-01-03,8.0
S001214,412766,21971.0,N00042808,W.,Steube,M,1978-05-19,FL,House,R,2019-01-03,2027-01-03,8.0
S001215,412786,21972.0,N00040915,Haley,Stevens,F,1983-06-24,MI,House,D,2019-01-03,2027-01-03,8.0
